ap;cnes;unidade;ine;desligados_60_med;desligados_60_enf;desligados_60_aux;desligados_60_acs;desligados_60_dent;desligados_60_aux_bucal;desligados_60_tec_bucal;tipo_equipe_id;medico ;medico_20 ;enfermeiro ;tec_aux ;acs ;cirurgiao ;aux_bucal ;tec_bucal ;tipo esf 1;tipo esf 2;tipo_esb
33;5044685;SMS CF ENFERMEIRA EDMA VALADAO - AP 33;304867;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
33;5044685;SMS CF ENFERMEIRA EDMA VALADAO - AP 33;304875;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
52;5154197;SMS CF DAVID CAPISTRANO FILHO - AP 52;304905;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
52;5154197;SMS CF DAVID CAPISTRANO FILHO - AP 52;304913;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;5154197;SMS CF DAVID CAPISTRANO FILHO - AP 52;304921;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
52;5154197;SMS CF DAVID CAPISTRANO FILHO - AP 52;304948;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
52;5154197;SMS CF DAVID CAPISTRANO FILHO - AP 52;304956;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
31;5179726;SMS CF ALOYSIO AUGUSTO NOVIS - AP 31;304972;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;1;4;1;5;0;0;0;ESF Completa;;
31;5179726;SMS CF ALOYSIO AUGUSTO NOVIS - AP 31;304980;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;5;0;0;0;ESF Vacância Enfermeiro 40h;;
31;5179726;SMS CF ALOYSIO AUGUSTO NOVIS - AP 31;304999;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;ESF Vacância Médico 40h;;
31;5179726;SMS CF ALOYSIO AUGUSTO NOVIS - AP 31;305006;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;2;1;5;0;0;0;ESF Vacância Médico 40h;;
31;5179726;SMS CF ALOYSIO AUGUSTO NOVIS - AP 31;305014;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
31;5179726;SMS CF ALOYSIO AUGUSTO NOVIS - AP 31;305022;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
33;9078983;SMS CF CYPRIANO DAS CHAGAS MEDEIROS - AP 33;305030;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
33;5315026;SMS CMS FAZENDA BOTAFOGO - AP 33;305049;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
33;5315026;SMS CMS FAZENDA BOTAFOGO - AP 33;305065;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
33;5315050;SMS CMS PORTUS E QUITANDA - AP 33;305073;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
33;5315050;SMS CMS PORTUS E QUITANDA - AP 33;305081;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
33;5315050;SMS CMS PORTUS E QUITANDA - AP 33;305103;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;ESF Vacância Médico(a) 40h e ACS;;
51;2270552;SMS CMS SILVIO BARBOSA - AP 51;305111;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;2270552;SMS CMS SILVIO BARBOSA - AP 51;305138;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
22;5358612;SMS CMS CASA BRANCA - AP 22;305200;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
40;199338;SMS CF ADV MARIO PIRES DA SILVA - AP 40;305219;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;0;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
33;5417708;SMS CF SOUZA MARQUES - AP 33;305235;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
33;5417708;SMS CF SOUZA MARQUES - AP 33;305243;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
33;5417708;SMS CF SOUZA MARQUES - AP 33;305278;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
33;5417708;SMS CF SOUZA MARQUES - AP 33;305286;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
40;199338;SMS CF ADV MARIO PIRES DA SILVA - AP 40;305294;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;1;0;0;0;ESF Vacância ACS;;
33;5417708;SMS CF SOUZA MARQUES - AP 33;305308;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
33;5417708;SMS CF SOUZA MARQUES - AP 33;305316;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
31;5457009;SMS CMS IRACI LOPES - AP 31;305391;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
31;5457009;SMS CMS IRACI LOPES - AP 31;305405;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;5;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
40;5465877;SMS CMS NOVO PALMARES - AP 40;305413;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
40;5465877;SMS CMS NOVO PALMARES - AP 40;305421;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
40;5465885;SMS CMS SANTA MARIA - AP 40;305448;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
40;5465885;SMS CMS SANTA MARIA - AP 40;305456;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;5467136;SMS CMS PARQUE ROYAL - AP 31;305464;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;5;0;0;0;ESF Completa;;
31;5467136;SMS CMS PARQUE ROYAL - AP 31;305472;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;5476607;SMS CF ADIB JATENE - AP 31;305480;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
31;5476607;SMS CF ADIB JATENE - AP 31;305499;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;5476607;SMS CF ADIB JATENE - AP 31;305502;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
31;5476607;SMS CF ADIB JATENE - AP 31;305510;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
31;5476607;SMS CF ADIB JATENE - AP 31;305529;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;5476607;SMS CF ADIB JATENE - AP 31;305537;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
31;9345515;SMS CF DINIZ BATISTA DOS SANTOS - AP 31;305545;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;305553;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;3;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;9345515;SMS CF DINIZ BATISTA DOS SANTOS - AP 31;305561;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
31;9345515;SMS CF DINIZ BATISTA DOS SANTOS - AP 31;305588;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;305596;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;5;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;305618;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;5;0;0;0;ESF Completa;;
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;305626;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;305634;1;0;1;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;0;5;0;0;0;EACS;ESF Incompleta Médico 40h e Tec/Aux 40h mais de 60 dias;
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;305642;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;305650;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
31;5476844;SMS CMS VILA DO JOAO - AP 31;305669;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;5;0;0;0;ESF Completa;;
31;5476844;SMS CMS VILA DO JOAO - AP 31;305685;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
31;5476844;SMS CMS VILA DO JOAO - AP 31;305693;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
31;5476844;SMS CMS VILA DO JOAO - AP 31;305707;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;5;0;0;0;ESF Completa;;
31;5476844;SMS CMS VILA DO JOAO - AP 31;305723;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
33;9078983;SMS CF CYPRIANO DAS CHAGAS MEDEIROS - AP 33;305766;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
33;9078983;SMS CF CYPRIANO DAS CHAGAS MEDEIROS - AP 33;305774;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
33;9078983;SMS CF CYPRIANO DAS CHAGAS MEDEIROS - AP 33;305782;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
33;9078983;SMS CF CYPRIANO DAS CHAGAS MEDEIROS - AP 33;305790;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
51;5546583;SMS CMS CATIRI - AP 51;305804;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
51;5546583;SMS CMS CATIRI - AP 51;305812;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;5546583;SMS CMS CATIRI - AP 51;305820;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;2;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;305839;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;305847;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;305855;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
32;5598435;SMS CMS TIA ALICE - AP 32;305871;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;6;0;0;0;ESF Completa;;
32;5598435;SMS CMS TIA ALICE - AP 32;305898;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;5;0;0;0;ESF Completa;;
52;5620287;SMS CF AGENOR DE MIRANDA ARAUJO NETO - AP 52;305901;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;3;4;0;0;0;ESF Completa;;
52;5620287;SMS CF AGENOR DE MIRANDA ARAUJO NETO - AP 52;305928;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
52;5620287;SMS CF AGENOR DE MIRANDA ARAUJO NETO - AP 52;305936;0;0;1;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;0;3;0;0;0;EACS Vacância Tec/Aux 40h e ACS;;
52;5620287;SMS CF AGENOR DE MIRANDA ARAUJO NETO - AP 52;305952;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;1;1;1;4;0;0;0;ESF Completa;;
10;5621801;SMS CSE LAPA - AP 10;305960;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;5;1;1;3;0;0;0;ESF Vacância ACS;;
10;5621801;SMS CSE LAPA - AP 10;305979;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;8;1;1;5;0;0;0;ESF Completa;;
52;5670357;SMS CMS VILA DO CEU - AP 52;305987;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;5670357;SMS CMS VILA DO CEU - AP 52;305995;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
52;5670357;SMS CMS VILA DO CEU - AP 52;306002;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;2;4;0;0;0;ESF Vacância Enfermeiro 40h;;
52;5670357;SMS CMS VILA DO CEU - AP 52;306010;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;5670357;SMS CMS VILA DO CEU - AP 52;306029;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;5670357;SMS CMS VILA DO CEU - AP 52;306037;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
33;5879655;SMS CMS ALICE TOLEDO TIBIRICA - AP 33;306045;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
33;5879655;SMS CMS ALICE TOLEDO TIBIRICA - AP 33;306061;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
33;5879655;SMS CMS ALICE TOLEDO TIBIRICA - AP 33;306088;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;0;4;0;0;0;EACS Vacância Tec/Aux 40h;ESF Incompleta Médico 40h;
33;5879655;SMS CMS ALICE TOLEDO TIBIRICA - AP 33;306096;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;2;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
33;5879655;SMS CMS ALICE TOLEDO TIBIRICA - AP 33;306118;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;6023320;SMS CF AUGUSTO BOAL - AP 31;306126;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;ESF Vacância Médico 40h;;
31;6023320;SMS CF AUGUSTO BOAL - AP 31;306134;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
31;6023320;SMS CF AUGUSTO BOAL - AP 31;306142;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;6023320;SMS CF AUGUSTO BOAL - AP 31;306150;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
31;6023320;SMS CF AUGUSTO BOAL - AP 31;306169;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;6023320;SMS CF AUGUSTO BOAL - AP 31;306177;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;3;0;0;0;ESF Vacância ACS;;
31;6023320;SMS CF AUGUSTO BOAL - AP 31;306185;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
51;6023916;SMS CF FIORELLO RAYMUNDO - AP 51;306193;0;1;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;4;0;0;0;EACS;ESF Incompleta Enfermeiro mais de 60 dias;
51;6023916;SMS CF FIORELLO RAYMUNDO - AP 51;306207;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;6023916;SMS CF FIORELLO RAYMUNDO - AP 51;306215;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
51;6023916;SMS CF FIORELLO RAYMUNDO - AP 51;306223;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;0;1;5;0;0;0;EACS Vacância Enfermeiro 40h;ESF Incompleta 40h Médico mais de 60 dias;
51;6023916;SMS CF FIORELLO RAYMUNDO - AP 51;306231;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
51;6023916;SMS CF FIORELLO RAYMUNDO - AP 51;306258;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
51;6023916;SMS CF FIORELLO RAYMUNDO - AP 51;306266;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
10;6023975;SMS CF DONA ZICA - AP 10;306274;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
10;6023975;SMS CF DONA ZICA - AP 10;306282;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;6023975;SMS CF DONA ZICA - AP 10;306290;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
10;6023975;SMS CF DONA ZICA - AP 10;306304;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;6023975;SMS CF DONA ZICA - AP 10;306312;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
10;9080163;SMS CF MEDALHISTA OLIMPICO RICARDO LUCARELLI SOUZA AP 10;306320;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
10;6023983;SMS CSE SAO FRANCISCO DE ASSIS - AP 10;306339;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
10;9080163;SMS CF MEDALHISTA OLIMPICO RICARDO LUCARELLI SOUZA AP 10;306347;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
53;6026737;SMS CMS ADELINO SIMOES - NOVA SEPETIBA - AP 53;306355;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
53;6026737;SMS CMS ADELINO SIMOES - NOVA SEPETIBA - AP 53;306363;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;6026737;SMS CMS ADELINO SIMOES - NOVA SEPETIBA - AP 53;306371;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
53;6026737;SMS CMS ADELINO SIMOES - NOVA SEPETIBA - AP 53;306398;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
53;6026737;SMS CMS ADELINO SIMOES - NOVA SEPETIBA - AP 53;306401;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
10;6028233;SMS CF ESTACIO DE SA - AP 10;306428;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
10;6028233;SMS CF ESTACIO DE SA - AP 10;306436;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;4;0;0;1;4;0;0;0;ESF Vacância Enfermeiro 40h;;
52;6029825;SMS CMS CARLOS ALBERTO NASCIMENTO - AP 52;306444;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;6029825;SMS CMS CARLOS ALBERTO NASCIMENTO - AP 52;306452;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
52;6029825;SMS CMS CARLOS ALBERTO NASCIMENTO - AP 52;306460;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
52;6029825;SMS CMS CARLOS ALBERTO NASCIMENTO - AP 52;306479;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;0;4;0;0;0;ESF Vacância Médico 40h e Tec/Aux 40h;;
52;6029825;SMS CMS CARLOS ALBERTO NASCIMENTO - AP 52;306487;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
52;7908237;SMS CF LECY RANQUINE- AP 52;306509;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
